text,label
"could you clarify what you mean by ""uniform"": do you want to bound the amount of preprocessing of the parameter?",4
"thanks, i will try this.",7
"avogadro's number ($6.02 \times 10^{23} \mathrm{mol}^{-1}$) and boltzmann constant ($1.38 \times 10^{-23} \mathrm{j}\,\mathrm{k}^{-1}$) are two totally unrelated constants.",1
"sorry, last question..alot of my fucntionality is gone(it was an autocomplete search field)...does this mean i have to add all the elements i want back into my module above?",1
thanks a lot for clearing that up.,7
"as i understand, you want to delete entries from an array, using only php no js?",4
maybe you are using an extremely old version of jquery or the script is built weirdly.,0
"i'd be more than happy to :) it may take a while as i've got other stuff on, but as long as you're in no immediate hurry all should be well.",1
is there a `using namespace std` or `using std::string` in any of your header files?,3
can you show us the entire loop?,3
"some time ago, you uploaded separate maps for each town and unincorporated community in <url>.",1
"sorry, wrong guess then.",1
"maybe take the uiimage from the camera delegate event, scale it down and then save using uiimagejpegrepresentation with a lower quality setting?",4
"also, could you elaborate on how you will ''prevent'' vandalism?",4
what should it be instead?,3
"for example, what would be the result for *applepie* if *apple* is not in the dictionary?",4
to be absolutely fair his earlier edits to rumble fighter seemed serious; maybe he left the pc untended?,4
"what do you think, substantively?",4
"i've made some improvements to <url>, keeping in mind your previous comments about the article.",0
"to clarify the question: you have (say) 5 schedules and 10 meetings, each with 5+ non-overlapping meeting times, and you want all 5 schedules to contain all 10 meetings, with no overlapping times in any one schedule.",0
"i don't know which of the answers i should select as the ""accepted answer"" as each one answers a part of my question.",1
will it be done by next week?,3
do you have a database to compare it to?,4
can you provide a testcase demonstrating the behaviour?,3
how do you toggle this form?,4
"when you say ""single page"", you mean when you view a blog post page?",1
"sorry, which documents?",1
"i wonder, did things turn out ok?",4
and how do the wf_ functions work?,0
did you ever get an answer?,4
can you post a picture?,3
what language would  you use?,4
please discuss general principles on <url>.,3
what have you tried?,4
i wonder if you know if anyone has offered a reading of the book as a satire of the bourgeois-administrative-pseudo-capitalist state?,4
so what's your threshold?,1
that's what i thought.,0
i think it would be excellent if you could give more detail (see suncoolsu's answer).,4
"the <url> page said that <url> will be shown on the <url> subchannels 26.5 and 26.6, and also on analog channel 48.",0
thank you for your answer.i'm a beginner in android so can you please explain what the meaning of root the phone and set it as s-off?,7
http://en.wikipedia.org/wiki/k-means_clustering?,0
"i guess we don't want this site to turn into national-enquirer.se, right ?",6
"is it that you have an account with last.fm, but not a paying account?",3
would you be interested in contributing to it?,4
so no perspective distortion of the x?,1
what can i do to help you?,3
"what you meant to say, i think, is, ""can you help me understand the meaning of this quote?""",7
good question!,1
maybe upload a screenshot or two?,4
"just one more thing: the <url>' logo was re-made as a vector image a little while ago, but the colors (especially the skin), really seem to be off.",0
