,Unnamed: 0,Sentence,label,super_strategy_patricia,Yann,S_Strat_Yann,annotation_patricia,AA,Vote
1548,1548,Right now I am doing something like http://pastie.org/898437.,d_05,1,,,,,
1549,1549,Is there some other better way to do the same?,d_11,3,,,,,
1550,1550,Saw your note on Herbythyme's pageu2014this is great!,d_01,1,,,,,
1551,1551,"How come this isn't more widely ""publicized""?",d_07,1,,,,,
1552,1552,"I guess you know how a template looks, for everything..something like from the small thumbnails to the big backgrounds as you said.",d_12,4,,,,,
1553,1553,"I will give you some ideas....tech, management, industry, computers, food, can you picture what i`m trying to say ?",d_11,3,,,,,
1554,1554,I have just put the article to peer review.,0,0,,,,,
1555,1555,Would you care to take a look?,d_12,4,,,,,
1556,1556,"I would recommend asking the question on Programmers.stackexchange.com ... Also, it's a huge question.",0,0,,,,,
1557,1557,Can you shorten it please?,d_11,3,,,,,
1558,1558,I was trying to create a subpage.,0,0,,,,,
1559,1559,Could you please make it a subpage for me?,d_11,3,,,,,
1560,1560,with an ndash rather than a hyphen.,0,0,,,,,
1561,1561,Can that be fixed?,0,0,,,,,
1562,1562,Sounds good.,d_06,1,,,,,
1563,1563,Could you drop Fritzpoll a note?,d_11,3,,,,,
1564,1564,@ yoda ...Done !,0,0,,,,,
1565,1565,i edited it :) hey are you personally good at image processing in matlab ?,0,0,,,,,
1566,1566,Meant to ask -- what do you mean by whether the JVM can remember the order of the nodes?,d_12,4,,,,,
1567,1567,"If you use a List, isn't it the JVM implementing the list for you?",d_07,1,,,,,
1568,1568,Then you obviously have problem with your fwrite call.,0,0,,,,,
1569,1569,Could you provide the code you use?,d_11,3,,,,,
1570,1570,I have extended the block to 1 week.,0,0,,,,,
1571,1571,Has s/he been attempting to change your password too?,0,0,,,,,
1572,1572,"Do you want to turn off thumbnails on just the desktop, or in folder windows (e.g.",d_12,4,,,,,
1573,1573,Places -> Home Folder) as well?,d_06,1,,,,,
1574,1574,I notice that spell checkers complain if you don't capitalize Internet.,0,0,,,,,
1575,1575,Didn't yours?,d_07,1,,,,,
1576,1576,http://en.wikipedia.org/wiki/Comparison_of_revision_control_software is a great comparison table for exactly this.,d_11,3,,,,,
1577,1577,Discussion question... community wiki ?,0,0,,,,,
1578,1578,"I appreciate your effort to seek consensus through a merge proposal before merging <url> to <url>, but as you are no doubt aware, no one participated in the discussion, meaning that while there was no articulated consensus against it, there was also no consensus for it.",0,0,,,,,
1579,1579,"May I recommend undoing the merge for now, re-opening the discussion, and seeking wider input at the relatively large number of WikiProjects that handle those articles?",d_11,3,,,,,
1580,1580,You appear to ask two different questions: are you building a language parser and wish to base your parser on a pile of regex?,0,0,,,,,
1581,1581,Or are you trying to implement a competitor to [pcre](http://www.pcre.org/) or [Oniguruma](http://www.geocities.jp/kosako3/oniguruma/doc/RE.txt) regular expression parsers?,d_06,1,,,,,
1582,1582,"Hi DeltaQuad, Since several reviews have been done, can you review the version from the same date?",d_11,3,,,,,
1583,1583,1 July 2010?,0,0,,,,,
1584,1584,"Can you give us a simple, dummy example to explain what you're trying to do?",d_11,3,,,,,
1585,1585,eg give us an example of a batch of the kind of repeated text/html you'd hope the code would catch?,d_12,4,,,,,
1586,1586,"@hop: i didn't know about the fallback, thanks for reference.",d_110,7,,,,,
1587,1587,I think you meant RFC 2821?,d_12,4,,,,,
1588,1588,"sorry my bad english , its not what i ws looking for becuase everything i would have to include a shortcode after more tag in the post editor, but it can do that work.",d_06,1,,,,,
1589,1589,So its not possible to just work on some function which will automatically put some text/code after the more tag in the post page ?,d_06,1,,,,,
1590,1590,I have never heard of a smart switch and have wired several homes.,0,0,,,,,
1591,1591,Do you have any examples or links?,d_12,4,,,,,
1592,1592,I'm strongly considering closing this as a duplicate of [Taking it to the next level](http://cooking.stackexchange.com/q/10317/41) which was itself a duplicate of [Books that explain the science of cooking?](http://cooking.stackexchange.com/q/9657/41).,0,0,,,,,
1593,1593,Anyone have any comments on what distinguishes this one from the others?,0,0,,,,,
1594,1594,How are you launching the debugger?,0,0,,,,,
1595,1595,Via the respective properties of your project or via attaching the debugger to the w3p.exe process?,0,0,,,,,
1596,1596,I'm not quite sure what you are trying to achieve.,0,0,,,,,
1597,1597,Do you want the background image to change only when you hover over the corners?,d_12,4,,,,,
1598,1598,"<url> is at it again, adding in the ""in the Premiership"" content you & I successfully merged several weeks ago.",d_07,1,,,,,
1599,1599,Could you perhaps also drop a note on his talk page asking him to stop?,d_12,4,,,,,
1600,1600,"Fine, thanks a lot.",d_110,7,,,,,
1601,1601,Can you please provide the link for downloading the CD cache for the ubuntu version 10.10 ?,d_11,3,,,,,
1602,1602,Thank you.,d_110,7,,,,,
1603,1603,"It's a strange hobby, isn't it?",d_07,1,,,,,
1604,1604,I have always maintained a control of the military section and I can check up the names in the educational section.,0,0,,,,,
1605,1605,Which section would you like to clean-up?,d_12,4,,,,,
1606,1606,Congratulations on your new daughter's arrival!,0,0,,,,,
1607,1607,What's her name?,0,0,,,,,
1608,1608,"Yep, I'm definitely free for the whole break.",0,0,,,,,
1609,1609,Had fun in your trip?,0,0,,,,,
1610,1610,I wondered if you could recommend the best book on <url>.,d_12,4,,,,,
1611,1611,"FOr Christmas, what would be the most detailed book (with lots of beautiful photographs) of Ladakh?",d_12,4,,,,,
1612,1612,A quick google search shows lots of good free generators.,0,0,,,,,
1613,1613,Are you looking for anything in particular?,d_12,4,,,,,
1614,1614,"This error implies something wrong with how the app itself is running, not with finding the template.",0,0,,,,,
1615,1615,Is there any traceback data?,d_11,3,,,,,
1616,1616,"It didnt work when I replaced Lbs2 by t.  Lbs2 is the model that has been created to store lat, lng and body.",d_05,1,,,,,
1617,1617,Can you please suggest some other changes should be made?,d_11,3,,,,,
1618,1618,Not sure I'm reading the question correctly.,0,0,,,,,
1619,1619,So each user books a cottage(s) 60 times a year?,d_06,1,,,,,
1620,1620,"Ok, so this is the answer I have come up with after reading all the posts on here: ""This statement will return true because $var is being assigned a value of donut, and assignment occurs before the statement is evaluated and therefore would be boolean true because it has a value.""",d_17,6,,,,,
1621,1621,Is this correct?,d_11,3,,,,,
1622,1622,Also I am willing to resume the discussion between you me and Direktor about the Legacy section.,d_06,1,,,,,
1623,1623,Would you be able to let me know on my talk page whether you are willing to do that in the near future?,d_12,4,,,,,
1624,1624,You'll need a serverside to do that.,0,0,,,,,
1625,1625,What are you using on the backend?,0,0,,,,,
1626,1626,Wow!,0,0,,,,,
1627,1627,How did you find this?,d_12,4,,,,,
1628,1628,You come across as a contributor who possess great depth.,0,0,,,,,
1629,1629,Are you a history professor/ student?,0,0,,,,,
1630,1630,please clarify the scenario please.,d_11,3,,,,,
1631,1631,What exactly is the purpose of finding out?,d_11,3,,,,,
1632,1632,"I was thinking that it would be appropriate to <url> <url> for the front page on April 16th, 2008, the one-year anniversary of the event.",d_17,6,,,,,
1633,1633,What do you think about that?,d_12,4,,,,,
1634,1634,"Could you clarify what you mean by ""zoom?""",d_11,3,,,,,
1635,1635,Are you referring to the effects of `Ctrl +` and `Ctrl -`?,0,0,,,,,
1636,1636,I'm afraid I don't understand what you are asking.,0,0,,,,,
1637,1637,Could you perhaps try to explain it in another way?,d_12,4,,,,,
1638,1638,Thanks!,d_110,7,,,,,
1639,1639,Example of using breqn in my case please?,d_11,3,,,,,
1640,1640,you can do this with a container that is positioned absolute/fixed with a width and height of 100%.,0,0,,,,,
1641,1641,background can then be set to `background-position: center center` I think?,d_12,4,,,,,
1642,1642,Thanks!,d_110,7,,,,,
1643,1643,#ERROR!,0,0,,,,,
1644,1644,Thanks for your comment.,d_110,7,,,,,
1645,1645,What was done wrong in listing the image for deletion?,0,0,,,,,
1646,1646,Thanks for protecting this.,d_110,7,,,,,
1647,1647,Perhaps no longer needed?,d_12,4,,,,,
1648,1648,At least there's nothing ungrammatical about them.,0,0,,,,,
1649,1649,Could you elaborate on why you have doubts about their correctness?,d_11,3,,,,,
1650,1650,"Do you always start from 0,0 (or the bottom-left-most point)?",d_12,4,,,,,
1651,1651,Or can you start from any point?,d_11,3,,,,,
1652,1652,DO you see any problem or any thing missing in my script.,d_12,4,,,,,
1653,1653,As I am new in python its fun working with it but running against time..,0,0,,,,,
1654,1654,Does any one want me to add anything more in the script?,d_12,4,,,,,
1655,1655,?,0,0,,,,,
1656,1656,"Your new map is a great, less distorting, format, but it leaves out a whole lot of countries that have recently joined the alliance - Estonia, Latvia, Lithuania, Slovenia etc among them.",d_01,1,,,,,
1657,1657,Can you fix this please?,d_11,3,,,,,
1658,1658,@noldorin - then the physicists in question really should start reading up on it or be prepared to get left behind !,0,0,,,,,
1659,1659,What standards are we expecting from physicists - that they strive to be the very best in what they do or that they be satisfied with mediocrity?,d_17,6,,,,,
1660,1660,"Btw, I've issued a request for discussion on the Canadian Wikipedians' notice board about a dispute involving myself and another contributor on <url>.",0,0,,,,,
1661,1661,"If you have a chance, could you look this over?",d_12,4,,,,,
1662,1662,Very weird indeed.,0,0,,,,,
1663,1663,Are there two newlines after each pubDate?,0,0,,,,,
1664,1664,Happy belated birthday to you too!,0,0,,,,,
1665,1665,How have you been?,d_12,4,,,,,
1666,1666,Great answer.,d_02,1,,,,,
1667,1667,Is it enough for the jam to reach 220?,d_11,3,,,,,
1668,1668,?F or does it need to stay there a while?,0,0,,,,,
1669,1669,I restored the lead picture series I like.,0,0,,,,,
1670,1670,What do you think?,d_12,4,,,,,
1671,1671,"Hi I noticed that you changed the category at <url> from ""People from Alabama"" to ""People from Elmore County, Alabama"".",d_07,1,,,,,
1672,1672,"Is this appropriate, as Opothleyahola was dead for three years before Elmore county had been organized and had been forcibly removed from the area more than thirty years before?",d_11,3,,,,,
1673,1673,"Well, solution non-withstanding, the news-story you linked to was great read.",d_06,1,,,,,
1674,1674,"Some people, huh?",d_06,1,,,,,
1675,1675,:),0,0,,,,,
1676,1676,"@Caf, you are right.",0,0,,,,,
1677,1677,What was I thinking?,d_12,4,,,,,
1678,1678,"Regarding comment on ""length of Performance reviews"" section - the intention here is to provide support for the statement in the biography that ""Latsabidze is already regarded by many as one of the more significant performers of his generation"".",d_07,1,,,,,
1679,1679,"Do you recommend that I just delete this statement, or is there some other way to support it other than providing representative critical reviews that say so?",d_14,5,,,,,
1680,1680,Hi!,0,0,,,,,
1681,1681,What would you like help with in particular?,d_12,4,,,,,
1682,1682,"I'm still seeing the ""clear"" link on my profile page.",d_07,1,,,,,
1683,1683,Is this a change that they're still rolling out?,d_11,3,,,,,
1684,1684,Ising ??,0,0,,,,,
1685,1685,or Icing ?,0,0,,,,,
1686,1686,?,0,0,,,,,
1687,1687,This question really doesn't satisfy the guidelines of the site.,0,0,,,,,
1688,1688,Can you please read the FAQ and then edit this question?,d_11,3,,,,,
1689,1689,Thank you for getting to all those WikiProject Canada assessements so quickly!,d_110,7,,,,,
1690,1690,"Question, is it ''useful'' what I'm doing, adding the template even to what I know will be relative low importance articles?",d_11,3,,,,,
1691,1691,could you describe the problems you are having?,d_12,4,,,,,
